Periods,BicycleTheftBicycleOwnersOnly_13,BicycleTheft_12,BurglaryOnlyHouseholds_11,Burglary_10,CarTheftCarUsersOnly_15,CarTheft_14,HarassmentByPhone_25,HitAndRunAccidents_24,OtherOffences_26,OtherThefts_19,OtherVandalism_23,Periods,PersonalCharacteristics,PhysicalAbuse_7,Pickpocketing_18,SexualOffencesOnlyWomen_6,SexualOffences_5,TheftFromCarsCarUsersOnly_17,TheftFromDamageToCarCarUsers_22,TheftFromDamageToCar_21,TheftsFromCars_16,Threat_8,TotalThefts_9,TotalVandalism_20,TotalViolentCrimes_4,VictimOfMoreThanOneTypeOfOffence_3,VictimOfTheOneTypeOfOffence_2,VictimsTotal_1,KeyCharacteristics,Title,CategoryGroupID
2003JJ00,10.5,8.9,,2.0,0.5,0.2,8.2,2.9,1.2,2.6,5.5,2003JJ00,93 ,2.5,4.5,5.6,5.6,4.9,18.5,6.8,1.8,4.4,18.2,12.3,10.6,9.3,26.1,35.4,93,"Age cat. 4 x gender: women, 18-24 yrs",6
2004JJ00,13.4,12.0,,1.9,0.8,0.2,10.3,2.5,1.1,4.8,6.5,2004JJ00,93 ,2.1,3.9,4.1,4.1,4.8,17.2,5.0,1.4,3.3,22.1,11.1,8.8,9.6,26.6,36.3,93,"Age cat. 4 x gender: women, 18-24 yrs",6
1997JJ00,7.0,6.9,,2.5,0.2,0.1,10.9,0.9,0.7,3.0,5.9,1997JJ00,95 ,1.1,2.5,2.7,2.7,4.4,12.8,7.1,2.4,2.1,15.4,12.7,5.8,5.8,24.8,30.6,95,"Age cat. 4 x gender: women, 25-34 yrs",6
1998JJ00,6.0,5.9,,2.7,0.0,0.0,10.2,1.9,1.6,4.4,5.4,1998JJ00,95 ,1.7,2.4,4.2,4.2,2.2,13.4,6.8,1.1,2.1,15.8,12.1,7.4,6.1,24.2,30.3,95,"Age cat. 4 x gender: women, 25-34 yrs",6
1999JJ00,6.3,5.9,,2.4,0.0,0.0,9.2,1.6,0.5,2.9,7.0,1999JJ00,95 ,1.1,2.0,2.7,2.7,3.6,14.2,8.3,2.1,1.9,14.5,14.6,4.6,6.4,24.2,30.6,95,"Age cat. 4 x gender: women, 25-34 yrs",6
2000JJ00,7.0,6.3,,1.8,0.4,0.2,7.1,1.9,1.4,4.7,5.0,2000JJ00,95 ,1.5,1.4,2.8,2.8,2.9,15.3,9.0,1.7,3.0,14.8,13.6,6.7,6.3,25.3,31.6,95,"Age cat. 4 x gender: women, 25-34 yrs",6
2001JJ00,5.8,5.2,,2.2,0.3,0.2,6.8,0.7,1.1,3.2,5.3,2001JJ00,95 ,0.5,1.6,1.7,1.7,4.8,13.1,7.7,2.8,2.4,13.9,12.5,4.4,6.2,20.2,26.4,95,"Age cat. 4 x gender: women, 25-34 yrs",6
2002JJ00,5.0,4.5,,1.6,0.2,0.1,6.2,1.6,0.3,3.2,5.1,2002JJ00,95 ,1.0,1.1,2.2,2.2,4.5,14.7,9.3,2.9,1.8,12.3,14.1,4.4,5.7,21.8,27.5,95,"Age cat. 4 x gender: women, 25-34 yrs",6
2003JJ00,5.1,4.8,,1.4,0.6,0.3,5.5,1.8,0.9,3.1,4.9,2003JJ00,95 ,1.8,1.7,2.0,2.0,5.8,16.6,10.5,3.7,3.5,13.8,15.0,5.7,6.8,23.4,30.2,95,"Age cat. 4 x gender: women, 25-34 yrs",6
2004JJ00,6.8,6.3,,1.0,0.7,0.4,5.8,2.0,0.8,3.0,5.0,2004JJ00,95 ,1.1,2.5,2.8,2.8,6.0,17.1,10.5,3.7,2.9,14.8,14.5,6.3,8.5,22.3,30.8,95,"Age cat. 4 x gender: women, 25-34 yrs",6
1997JJ00,3.7,4.5,,2.8,0.4,0.2,10.3,1.7,0.5,3.2,3.9,1997JJ00,97 ,0.8,3.0,1.9,1.9,3.4,10.2,5.1,1.7,2.4,14.3,8.9,4.7,4.6,21.2,25.9,97,"Age cat. 4 x gender: women, 35-44 yrs",6
1998JJ00,5.7,5.3,,1.0,1.3,0.7,7.3,1.2,0.2,4.1,6.2,1998JJ00,97 ,0.7,1.3,1.8,1.8,3.1,12.2,6.6,1.7,2.2,12.6,12.4,4.1,6.0,19.9,25.9,97,"Age cat. 4 x gender: women, 35-44 yrs",6
1999JJ00,4.2,4.2,,1.6,0.3,0.2,10.0,0.9,1.0,3.8,6.9,1999JJ00,97 ,1.0,1.7,1.9,1.9,3.6,15.4,8.2,1.9,2.3,12.2,14.9,4.7,5.6,21.9,27.6,97,"Age cat. 4 x gender: women, 35-44 yrs",6
2000JJ00,3.7,3.5,,1.4,0.5,0.3,5.9,1.8,0.4,3.1,4.9,2000JJ00,97 ,0.5,1.6,1.5,1.5,2.6,12.1,7.1,1.5,2.3,10.3,11.6,4.0,4.1,20.1,24.2,97,"Age cat. 4 x gender: women, 35-44 yrs",6
2001JJ00,3.4,3.2,,1.3,0.1,0.1,5.9,1.4,0.9,2.4,4.6,2001JJ00,97 ,1.2,1.2,2.1,2.1,2.7,11.7,7.1,1.6,2.9,9.5,11.5,5.7,5.0,18.8,23.8,97,"Age cat. 4 x gender: women, 35-44 yrs",6
2002JJ00,2.9,2.8,,2.3,0.3,0.2,6.2,0.7,0.9,4.3,5.4,2002JJ00,97 ,1.2,2.3,2.1,2.1,3.7,16.3,10.4,2.4,2.7,13.0,15.5,5.3,5.9,23.1,29.0,97,"Age cat. 4 x gender: women, 35-44 yrs",6
2003JJ00,4.6,4.1,,0.8,0.2,0.1,5.8,1.4,0.9,3.3,4.1,2003JJ00,97 ,1.2,1.9,0.9,0.9,3.8,10.8,6.8,2.4,2.0,11.5,10.3,3.8,3.4,21.0,24.4,97,"Age cat. 4 x gender: women, 35-44 yrs",6
2004JJ00,3.9,3.7,,2.4,0.6,0.4,6.6,0.8,0.8,4.2,5.0,2004JJ00,97 ,0.8,1.5,1.2,1.2,3.1,13.9,9.2,2.0,1.9,13.2,13.7,3.7,5.3,21.8,27.1,97,"Age cat. 4 x gender: women, 35-44 yrs",6
1997JJ00,3.9,4.5,,1.5,0.0,0.0,6.3,0.6,0.4,3.1,3.6,1997JJ00,99 ,0.7,2.3,1.7,1.7,2.3,12.5,5.8,1.1,1.2,11.8,8.9,3.1,3.1,19.3,22.4,99,"Age cat. 4 x gender: women, 45-54 yrs",6
1998JJ00,4.2,3.8,,1.0,0.2,0.1,8.3,0.5,0.9,4.6,4.0,1998JJ00,99 ,0.4,1.4,0.9,0.9,2.8,12.2,6.1,1.4,0.4,11.6,9.9,1.5,2.9,18.4,21.3,99,"Age cat. 4 x gender: women, 45-54 yrs",6
1999JJ00,3.2,2.7,,2.0,1.0,0.5,7.7,1.4,0.3,3.0,5.1,1999JJ00,99 ,0.5,2.3,1.0,1.0,3.7,12.2,5.6,1.7,1.1,11.2,10.5,2.4,3.8,18.6,22.3,99,"Age cat. 4 x gender: women, 45-54 yrs",6
2000JJ00,3.9,3.6,,1.3,0.7,0.4,6.7,0.7,0.7,1.9,4.8,2000JJ00,99 ,0.8,2.2,1.6,1.6,0.9,11.2,6.0,0.5,1.6,9.3,10.2,3.8,3.0,18.9,21.9,99,"Age cat. 4 x gender: women, 45-54 yrs",6
2001JJ00,5.2,4.8,,2.5,0.1,0.1,5.4,1.1,0.3,2.6,4.2,2001JJ00,99 ,0.9,2.3,1.1,1.1,2.9,11.2,6.1,1.6,2.7,12.4,10.2,4.5,4.4,20.2,24.5,99,"Age cat. 4 x gender: women, 45-54 yrs",6
2002JJ00,3.7,3.3,,2.2,0.0,0.0,4.4,0.4,1.4,4.4,4.8,2002JJ00,99 ,1.3,2.0,1.9,1.9,3.6,12.0,6.8,2.1,1.9,12.7,11.4,4.9,5.0,20.0,25.0,99,"Age cat. 4 x gender: women, 45-54 yrs",6
2003JJ00,4.2,3.8,,1.2,0.1,0.1,5.2,1.0,0.2,2.1,4.1,2003JJ00,99 ,0.4,1.7,0.7,0.7,4.5,12.6,7.0,2.5,1.5,10.7,10.7,2.7,2.9,20.2,23.0,99,"Age cat. 4 x gender: women, 45-54 yrs",6
2004JJ00,4.4,4.0,,1.3,0.4,0.2,4.8,1.3,0.9,3.3,3.6,2004JJ00,99 ,0.8,1.3,1.2,1.2,3.1,12.6,7.6,1.9,2.0,11.1,10.3,3.5,4.1,19.4,23.4,99,"Age cat. 4 x gender: women, 45-54 yrs",6
1997JJ00,1.4,1.7,,2.7,0.0,0.0,7.9,0.6,0.2,2.0,3.6,1997JJ00,101,0.2,2.2,0.4,0.4,2.7,7.2,2.5,1.0,1.5,9.1,6.0,2.1,2.0,14.5,16.5,101,"Age cat. 4 x gender: women, 55-64 yrs",6
1998JJ00,1.1,1.0,,1.3,0.0,0.0,7.6,0.0,0.2,3.7,5.2,1998JJ00,101,0.2,2.1,0.7,0.7,0.6,10.3,3.8,0.2,0.8,8.0,8.8,1.7,2.0,15.0,17.0,101,"Age cat. 4 x gender: women, 55-64 yrs",6
1999JJ00,1.9,1.6,,1.3,0.0,0.0,7.2,0.5,0.4,3.1,4.1,1999JJ00,101,0.9,2.6,0.1,0.1,2.1,9.4,4.1,0.9,1.3,9.0,8.1,2.3,2.6,15.3,18.0,101,"Age cat. 4 x gender: women, 55-64 yrs",6
2000JJ00,1.4,1.2,,1.8,0.0,0.0,6.4,0.0,0.2,2.9,2.8,2000JJ00,101,0.0,2.0,0.0,0.0,0.8,12.5,5.1,0.3,1.3,7.5,7.6,1.3,1.8,13.7,15.4,101,"Age cat. 4 x gender: women, 55-64 yrs",6
2001JJ00,2.0,1.7,,1.1,0.0,0.0,3.4,1.3,0.3,2.2,2.9,2001JJ00,101,0.1,1.5,0.0,0.0,0.8,10.2,4.4,0.3,0.8,6.4,7.3,1.0,1.5,13.5,15.0,101,"Age cat. 4 x gender: women, 55-64 yrs",6
2002JJ00,2.6,2.4,,2.3,0.0,0.0,4.0,1.1,0.5,2.0,2.6,2002JJ00,101,0.4,2.1,0.4,0.4,1.5,11.3,4.6,0.6,0.6,9.3,7.0,1.3,1.9,14.9,16.8,101,"Age cat. 4 x gender: women, 55-64 yrs",6
2003JJ00,1.4,1.1,,0.7,0.2,0.1,3.4,0.8,0.6,3.3,3.1,2003JJ00,101,0.1,1.7,0.5,0.5,2.4,10.6,4.7,1.1,0.6,7.7,7.6,1.2,2.0,13.6,15.6,101,"Age cat. 4 x gender: women, 55-64 yrs",6
2004JJ00,2.4,2.2,,1.2,0.0,0.0,4.0,1.0,0.9,1.9,4.3,2004JJ00,101,0.6,1.9,0.3,0.3,1.9,10.7,5.1,0.9,0.7,7.7,9.2,1.5,1.4,17.0,18.4,101,"Age cat. 4 x gender: women, 55-64 yrs",6
1997JJ00,0.2,1.3,,2.4,0.0,0.0,8.8,0.0,0.0,0.9,2.6,1997JJ00,103,0.0,2.9,0.0,0.0,0.7,11.0,3.0,0.2,0.5,7.1,5.3,0.5,1.5,10.7,12.2,103,"Age cat. 4 x gender: women, 65-74 yrs",6
1998JJ00,0.9,0.7,,0.6,0.0,0.0,4.5,1.1,0.4,4.2,3.5,1998JJ00,103,0.7,1.5,0.0,0.0,0.0,5.6,1.5,0.0,0.0,6.4,4.7,0.7,1.0,11.1,12.2,103,"Age cat. 4 x gender: women, 65-74 yrs",6
1999JJ00,0.5,0.5,,0.8,0.7,0.2,4.9,1.0,0.5,1.6,2.9,1999JJ00,103,0.0,3.0,0.2,0.2,3.4,9.0,2.3,0.9,0.7,6.7,5.0,0.8,1.4,11.1,12.5,103,"Age cat. 4 x gender: women, 65-74 yrs",6
2000JJ00,0.2,0.2,,1.5,0.0,0.0,6.5,0.2,0.3,1.0,2.7,2000JJ00,103,0.0,2.7,0.0,0.0,0.0,7.4,2.2,0.0,0.4,5.1,5.0,0.4,0.4,9.9,10.3,103,"Age cat. 4 x gender: women, 65-74 yrs",6
2001JJ00,0.6,0.4,,0.7,0.7,0.2,3.6,0.4,0.2,0.8,1.9,2001JJ00,103,0.2,1.8,0.0,0.0,0.7,8.8,2.8,0.2,0.7,3.9,4.7,0.8,0.8,8.5,9.3,103,"Age cat. 4 x gender: women, 65-74 yrs",6
2002JJ00,1.4,1.2,,1.4,0.8,0.2,4.5,0.5,1.3,1.6,2.0,2002JJ00,103,0.3,2.1,0.0,0.0,0.0,8.7,2.6,0.0,1.2,6.5,4.6,1.5,1.0,11.1,12.0,103,"Age cat. 4 x gender: women, 65-74 yrs",6
2003JJ00,2.1,1.7,,1.1,0.0,0.0,5.3,0.0,0.3,2.1,3.3,2003JJ00,103,0.0,2.1,0.7,0.7,0.6,5.4,1.8,0.2,0.6,6.7,5.1,1.3,1.2,11.2,12.4,103,"Age cat. 4 x gender: women, 65-74 yrs",6
2004JJ00,2.3,1.8,,0.9,0.0,0.0,4.8,0.4,0.3,1.9,3.7,2004JJ00,103,0.0,1.3,0.0,0.0,0.4,6.8,2.5,0.1,0.6,5.8,5.8,0.6,1.7,9.6,11.3,103,"Age cat. 4 x gender: women, 65-74 yrs",6
1997JJ00,1.7,0.0,,1.9,,0.0,4.8,0.0,0.3,1.5,1.1,1997JJ00,105,0.0,2.0,0.0,0.0,,,0.0,0.3,0.0,5.4,1.1,0.0,0.5,5.7,6.3,105,"Age cat.4x gender,women,75 yrs and older",6
1998JJ00,2.3,1.0,,0.7,,0.0,7.3,0.0,0.0,1.0,1.1,1998JJ00,105,0.5,2.4,0.3,0.3,,,1.5,0.0,0.0,5.0,2.6,0.8,0.3,7.8,8.1,105,"Age cat.4x gender,women,75 yrs and older",6
1999JJ00,1.1,0.4,,1.4,0.0,0.0,3.6,0.0,0.4,0.7,0.4,1999JJ00,105,0.0,2.7,0.4,0.4,0.0,7.0,0.9,0.0,0.0,4.6,1.3,0.4,0.5,5.8,6.3,105,"Age cat.4x gender,women,75 yrs and older",6
2000JJ00,1.7,0.8,,0.8,,0.0,4.9,0.0,0.0,1.5,1.3,2000JJ00,105,0.0,4.0,0.2,0.2,,,0.2,0.0,0.0,6.6,1.5,0.2,0.5,7.9,8.4,105,"Age cat.4x gender,women,75 yrs and older",6
2001JJ00,1.0,0.4,,1.1,1.3,0.3,2.2,0.0,0.0,1.2,1.3,2001JJ00,105,0.0,3.0,0.0,0.0,0.0,4.5,0.9,0.0,0.5,5.1,2.2,0.5,1.3,5.8,7.1,105,"Age cat.4x gender,women,75 yrs and older",6
2002JJ00,1.3,0.6,,0.5,0.0,0.0,4.5,0.4,0.2,1.4,0.8,2002JJ00,105,0.0,2.5,0.0,0.0,0.0,9.2,2.2,0.0,0.0,5.0,2.9,0.0,0.0,8.3,8.3,105,"Age cat.4x gender,women,75 yrs and older",6
2003JJ00,1.2,0.6,,0.7,0.0,0.0,3.2,0.0,0.2,1.2,1.6,2003JJ00,105,0.0,2.7,0.0,0.0,2.3,9.4,1.8,0.4,0.0,5.7,3.1,0.0,0.3,8.2,8.5,105,"Age cat.4x gender,women,75 yrs and older",6
2004JJ00,0.5,0.2,,1.1,0.0,0.0,3.5,0.5,0.0,1.2,1.0,2004JJ00,105,0.0,0.7,0.0,0.0,1.0,7.8,1.5,0.2,0.3,3.0,2.5,0.3,0.7,4.9,5.7,105,"Age cat.4x gender,women,75 yrs and older",6
1997JJ00,8.6,5.6,,,,,,3.5,,6.8,7.4,1997JJ00,139,6.6,2.4,,,,,,,8.5,14.5,7.4,13.5,7.1,25.0,32.1,139,"Age cat. 5 x gender, men, 0-14 yrs",7
1998JJ00,5.1,4.8,,,,,,4.5,,7.9,12.4,1998JJ00,139,4.9,4.0,,,,,,,8.5,14.5,12.4,12.3,9.6,25.9,35.5,139,"Age cat. 5 x gender, men, 0-14 yrs",7
1999JJ00,8.0,7.7,,,,,,3.1,,5.3,12.2,1999JJ00,139,6.7,5.2,,,,,,,4.2,17.5,12.2,9.9,5.6,31.8,37.3,139,"Age cat. 5 x gender, men, 0-14 yrs",7
2000JJ00,8.6,7.7,,,,,,3.2,,2.1,12.4,2000JJ00,139,6.6,5.2,,,,,,,5.2,14.2,12.4,11.2,7.6,25.2,32.8,139,"Age cat. 5 x gender, men, 0-14 yrs",7
2001JJ00,5.3,5.5,,,,,,1.8,,5.8,13.3,2001JJ00,139,5.1,3.6,,,,,,,5.4,14.4,13.3,9.9,6.3,26.4,32.7,139,"Age cat. 5 x gender, men, 0-14 yrs",7
2002JJ00,4.7,5.1,,,,,,1.2,,4.5,10.2,2002JJ00,139,5.9,5.2,,,,,,,4.2,14.0,10.2,9.0,5.0,25.3,30.2,139,"Age cat. 5 x gender, men, 0-14 yrs",7
2003JJ00,6.4,6.1,,,,,,2.1,,3.8,7.7,2003JJ00,139,3.6,4.6,,,,,,,7.7,13.9,7.7,11.0,3.4,28.2,31.6,139,"Age cat. 5 x gender, men, 0-14 yrs",7
2004JJ00,9.0,9.0,,,,,,4.9,,7.2,14.3,2004JJ00,139,5.2,5.0,,,,,,,6.6,19.8,14.3,11.0,9.8,28.7,38.5,139,"Age cat. 5 x gender, men, 0-14 yrs",7
1997JJ00,16.6,11.7,,1.8,0.0,0.0,4.4,2.8,0.8,7.0,7.1,1997JJ00,141,5.7,3.3,,1.5,7.0,15.3,5.9,2.7,9.9,22.2,11.1,15.6,11.2,30.0,41.2,141,"Age cat. 5 x gender: men, 15-24 yrs",7
1998JJ00,14.0,13.2,,2.0,0.0,0.0,6.2,1.6,0.6,4.9,8.5,1998JJ00,141,7.6,4.9,,0.4,2.8,14.4,4.8,0.9,10.2,22.6,11.2,16.3,11.3,30.6,41.9,141,"Age cat. 5 x gender: men, 15-24 yrs",7
1999JJ00,14.5,13.1,,2.0,1.2,0.4,6.6,3.2,0.9,4.9,9.2,1999JJ00,141,7.4,3.3,,0.9,5.9,11.5,4.2,2.2,12.0,22.9,11.8,17.6,13.4,28.7,42.1,141,"Age cat. 5 x gender: men, 15-24 yrs",7
2000JJ00,16.6,14.8,,2.3,0.0,0.0,4.9,2.9,0.3,4.9,6.8,2000JJ00,141,6.3,2.3,,0.5,6.3,14.3,5.9,2.6,8.5,22.7,10.5,13.9,11.3,30.0,41.2,141,"Age cat. 5 x gender: men, 15-24 yrs",7
2001JJ00,17.2,14.3,,2.2,0.8,0.3,7.5,3.3,1.4,6.3,7.6,2001JJ00,141,8.4,3.8,,0.6,7.3,16.7,6.2,2.7,10.6,26.0,11.7,17.6,13.9,31.7,45.5,141,"Age cat. 5 x gender: men, 15-24 yrs",7
2002JJ00,17.0,15.4,,2.4,0.8,0.3,6.2,3.1,1.0,5.7,8.7,2002JJ00,141,8.0,4.5,,0.2,9.3,22.6,8.5,3.5,11.8,27.2,14.5,18.2,15.4,32.7,48.0,141,"Age cat. 5 x gender: men, 15-24 yrs",7
2003JJ00,17.7,15.1,,2.1,0.5,0.2,6.5,1.8,0.8,3.9,7.2,2003JJ00,141,7.6,3.1,,0.6,9.5,22.8,9.1,3.8,12.3,24.6,13.2,18.5,14.2,29.9,44.1,141,"Age cat. 5 x gender: men, 15-24 yrs",7
2004JJ00,15.8,14.1,,2.4,1.5,0.6,4.1,2.5,1.0,3.9,7.8,2004JJ00,141,7.7,2.5,,0.0,12.3,19.4,7.9,5.0,9.2,24.1,13.1,15.0,13.1,28.4,41.5,141,"Age cat. 5 x gender: men, 15-24 yrs",7
1997JJ00,6.0,5.0,,2.4,0.9,0.6,5.6,2.2,0.9,3.7,6.4,1997JJ00,143,2.0,0.7,,0.2,5.3,14.3,10.4,3.8,3.7,15.0,16.1,5.6,7.7,24.1,31.9,143,"Age cat. 5 x gender: men, 25-44 yrs",7
1998JJ00,6.0,5.2,,2.2,0.3,0.2,4.4,1.5,0.8,4.1,5.8,1998JJ00,143,2.9,1.7,,0.6,4.6,15.5,11.3,3.3,5.0,15.0,16.6,8.0,8.3,25.2,33.5,143,"Age cat. 5 x gender: men, 25-44 yrs",7
1999JJ00,5.8,5.1,,2.3,0.5,0.4,5.9,1.8,0.6,3.0,4.8,1999JJ00,143,2.5,1.0,,0.3,4.1,15.6,11.9,3.2,5.0,13.5,16.3,7.3,7.3,25.0,32.3,143,"Age cat. 5 x gender: men, 25-44 yrs",7
2000JJ00,6.0,5.4,,2.3,0.8,0.6,4.3,1.7,0.8,3.5,5.5,2000JJ00,143,1.5,1.4,,0.1,5.7,16.0,11.5,4.1,4.7,15.2,16.4,6.0,7.1,26.0,33.1,143,"Age cat. 5 x gender: men, 25-44 yrs",7
2001JJ00,4.9,4.4,,1.6,0.3,0.3,4.4,1.6,0.8,3.2,5.1,2001JJ00,143,2.4,1.5,,0.6,5.3,14.1,10.4,4.0,4.8,13.7,15.0,7.2,6.6,24.9,31.5,143,"Age cat. 5 x gender: men, 25-44 yrs",7
2002JJ00,5.0,4.4,,1.9,0.5,0.3,3.3,2.3,0.6,3.4,6.6,2002JJ00,143,1.8,1.5,,0.5,5.3,15.4,11.2,3.8,5.4,14.0,17.0,7.0,7.7,25.4,33.1,143,"Age cat. 5 x gender: men, 25-44 yrs",7
2003JJ00,5.2,4.9,,1.1,0.3,0.2,3.1,1.7,0.9,2.9,4.3,2003JJ00,143,3.0,1.4,,0.3,5.6,15.2,11.4,4.2,4.9,13.2,15.3,7.6,6.8,24.8,31.6,143,"Age cat. 5 x gender: men, 25-44 yrs",7
2004JJ00,5.3,4.8,,1.0,0.2,0.2,3.7,1.3,1.1,3.4,5.9,2004JJ00,143,2.1,1.0,,0.3,4.1,14.7,10.9,3.0,5.5,12.4,16.1,7.5,6.9,24.7,31.6,143,"Age cat. 5 x gender: men, 25-44 yrs",7
1997JJ00,2.4,1.8,,2.5,0.2,0.2,5.6,1.2,0.4,3.3,4.1,1997JJ00,145,0.7,0.9,,0.0,2.3,8.0,6.2,1.8,1.7,9.9,10.0,2.2,3.2,17.1,20.3,145,"Age cat. 5 x gender: men, 45-64 yrs",7
1998JJ00,3.2,2.9,,1.6,0.5,0.4,6.5,0.8,0.7,2.7,3.2,1998JJ00,145,1.1,0.8,,0.0,3.0,9.7,7.6,2.3,2.7,9.8,10.5,3.7,3.2,19.4,22.6,145,"Age cat. 5 x gender: men, 45-64 yrs",7
1999JJ00,3.4,3.1,,1.8,0.1,0.1,4.3,1.5,0.4,2.9,3.5,1999JJ00,145,0.9,1.0,,0.1,2.0,9.0,7.1,1.6,3.0,9.9,10.2,3.9,3.5,19.0,22.6,145,"Age cat. 5 x gender: men, 45-64 yrs",7
2000JJ00,2.4,2.2,,1.8,0.3,0.2,4.0,1.9,0.3,2.7,4.2,2000JJ00,145,0.8,0.9,,0.0,2.0,9.7,7.5,1.6,2.3,9.1,11.3,3.1,3.6,18.7,22.3,145,"Age cat. 5 x gender: men, 45-64 yrs",7
2001JJ00,2.2,2.0,,1.6,0.1,0.0,4.2,1.1,0.5,2.0,3.3,2001JJ00,145,1.0,0.8,,0.2,2.9,8.2,6.3,2.3,2.6,8.3,9.6,3.6,3.0,16.9,19.8,145,"Age cat. 5 x gender: men, 45-64 yrs",7
2002JJ00,2.8,2.5,,1.9,0.3,0.2,3.2,1.8,0.7,1.7,4.1,2002JJ00,145,1.3,0.9,,0.2,5.0,10.8,8.4,3.9,2.8,10.1,12.1,3.9,4.0,20.6,24.6,145,"Age cat. 5 x gender: men, 45-64 yrs",7
2003JJ00,2.9,2.6,,1.8,0.1,0.1,3.6,1.7,0.9,2.4,3.7,2003JJ00,145,1.2,1.1,,0.3,2.3,9.5,7.2,1.8,3.0,9.1,10.7,4.2,3.4,19.4,22.7,145,"Age cat. 5 x gender: men, 45-64 yrs",7
2004JJ00,2.2,2.0,,1.8,0.1,0.1,3.6,1.3,0.6,2.2,3.2,2004JJ00,145,0.9,1.1,,0.1,2.6,9.3,7.2,2.0,2.6,8.8,10.0,3.3,3.2,18.0,21.2,145,"Age cat. 5 x gender: men, 45-64 yrs",7
1997JJ00,0.4,0.7,,2.6,0.0,0.0,3.1,1.1,0.1,1.2,3.1,1997JJ00,147,0.3,0.1,,0.0,1.1,8.0,5.7,0.8,0.9,5.1,8.7,1.2,1.7,12.9,14.6,147,"Age cat. 5 x gender:men,65 yrs and older",7
1998JJ00,0.6,0.5,,0.5,0.0,0.0,3.1,1.4,0.0,1.2,2.1,1998JJ00,147,0.1,0.1,,0.0,1.0,5.3,4.0,0.7,1.0,2.9,6.0,1.1,0.9,9.9,10.8,147,"Age cat. 5 x gender:men,65 yrs and older",7
1999JJ00,0.7,0.5,,0.5,0.2,0.1,5.0,0.9,0.8,1.2,1.5,1999JJ00,147,0.0,0.5,,0.0,2.3,8.2,6.2,1.7,0.9,4.4,7.6,0.9,1.5,11.0,12.4,147,"Age cat. 5 x gender:men,65 yrs and older",7
2000JJ00,0.4,0.4,,0.6,0.2,0.1,3.0,1.0,0.2,0.9,2.5,2000JJ00,147,0.1,1.1,,0.0,1.4,4.0,2.9,1.0,0.6,3.9,5.2,0.7,0.6,9.8,10.5,147,"Age cat. 5 x gender:men,65 yrs and older",7
2001JJ00,1.3,1.0,,0.9,0.0,0.0,2.9,0.6,0.2,1.4,1.6,2001JJ00,147,0.4,1.0,,0.0,0.8,5.6,4.3,0.6,1.4,4.8,5.8,1.8,1.4,10.4,11.9,147,"Age cat. 5 x gender:men,65 yrs and older",7
2002JJ00,1.3,1.1,,1.2,0.2,0.2,2.6,0.6,0.1,1.1,1.2,2002JJ00,147,0.3,0.8,,0.0,0.7,5.4,3.9,0.5,2.3,4.9,5.1,2.6,0.8,11.4,12.2,147,"Age cat. 5 x gender:men,65 yrs and older",7
2003JJ00,0.6,0.5,,0.8,0.0,0.0,3.8,1.1,0.7,1.5,3.2,2003JJ00,147,0.3,1.5,,0.0,1.0,8.3,6.1,0.7,1.1,4.7,9.0,1.3,2.0,12.4,14.4,147,"Age cat. 5 x gender:men,65 yrs and older",7
2004JJ00,1.2,1.0,,0.8,0.0,0.0,2.8,0.3,0.5,1.4,2.4,2004JJ00,147,0.0,1.1,,0.1,1.5,5.9,4.5,1.1,0.6,5.3,6.9,0.7,0.9,11.5,12.4,147,"Age cat. 5 x gender:men,65 yrs and older",7
1997JJ00,8.1,7.1,,,,,,4.7,,6.7,9.1,1997JJ00,140,4.3,6.1,,,,,,,6.5,17.7,9.1,9.0,8.3,25.1,33.4,140,"Age cat. 5 x gender: women, 0-14 yrs",7
1998JJ00,6.5,6.1,,,,,,2.9,,6.0,9.0,1998JJ00,140,0.8,2.7,,,,,,,3.4,12.8,9.0,4.2,4.1,21.9,26.0,140,"Age cat. 5 x gender: women, 0-14 yrs",7
1999JJ00,5.3,5.4,,,,,,1.7,,5.1,11.9,1999JJ00,140,2.3,5.2,,,,,,,4.9,14.7,11.9,6.4,4.3,25.5,29.9,140,"Age cat. 5 x gender: women, 0-14 yrs",7
2000JJ00,8.1,9.8,,,,,,3.5,,3.7,12.3,2000JJ00,140,1.9,4.5,,,,,,,4.8,16.0,12.3,5.9,6.1,27.6,33.6,140,"Age cat. 5 x gender: women, 0-14 yrs",7
2001JJ00,5.1,5.5,,,,,,2.9,,6.5,8.7,2001JJ00,140,1.7,6.0,,,,,,,6.0,16.2,8.7,7.3,7.2,21.6,28.8,140,"Age cat. 5 x gender: women, 0-14 yrs",7
2002JJ00,5.4,5.2,,,,,,4.6,,5.6,9.6,2002JJ00,140,2.1,5.0,,,,,,,2.1,14.8,9.6,3.3,7.5,17.6,25.1,140,"Age cat. 5 x gender: women, 0-14 yrs",7
2003JJ00,6.4,6.2,,,,,,3.2,,3.5,7.8,2003JJ00,140,3.1,3.9,,,,,,,5.2,12.5,7.8,8.3,4.2,23.7,27.9,140,"Age cat. 5 x gender: women, 0-14 yrs",7
2004JJ00,4.9,4.8,,,,,,1.7,,4.5,7.7,2004JJ00,140,2.5,3.0,,,,,,,3.7,11.5,7.7,5.4,3.9,19.0,22.9,140,"Age cat. 5 x gender: women, 0-14 yrs",7
