Periods,BicycleTheftBicycleOwnersOnly_13,BicycleTheft_12,BurglaryOnlyHouseholds_11,Burglary_10,CarTheftCarUsersOnly_15,CarTheft_14,HarassmentByPhone_25,HitAndRunAccidents_24,OtherOffences_26,OtherThefts_19,OtherVandalism_23,Periods,PersonalCharacteristics,PhysicalAbuse_7,Pickpocketing_18,SexualOffencesOnlyWomen_6,SexualOffences_5,TheftFromCarsCarUsersOnly_17,TheftFromDamageToCarCarUsers_22,TheftFromDamageToCar_21,TheftsFromCars_16,Threat_8,TotalThefts_9,TotalVandalism_20,TotalViolentCrimes_4,VictimOfMoreThanOneTypeOfOffence_3,VictimOfTheOneTypeOfOffence_2,VictimsTotal_1,KeyCharacteristics,Title,CategoryGroupID
1997JJ00,3.7,4.2,,2.3,0.9,0.5,7.2,0.7,0.5,3.7,3.2,1997JJ00,23 ,1.0,1.5,0.9,0.5,1.8,11.6,6.0,0.9,2.3,11.9,8.8,3.5,3.5,18.5,22.0,23,Level of education: pre-vocational ed.,9
1998JJ00,3.8,3.2,,1.3,0.4,0.2,7.3,1.0,0.5,3.1,3.5,1998JJ00,23 ,2.0,1.6,1.0,0.6,1.4,10.3,5.4,0.7,2.1,9.6,8.5,4.2,4.0,16.1,20.1,23,Level of education: pre-vocational ed.,9
1999JJ00,3.8,3.3,,1.7,1.0,0.5,6.5,1.9,0.6,2.4,4.0,1999JJ00,23 ,1.9,1.1,1.5,0.8,2.1,11.0,5.9,1.1,2.8,9.5,9.7,4.5,4.3,17.1,21.5,23,Level of education: pre-vocational ed.,9
2000JJ00,3.7,3.4,,0.5,0.4,0.2,6.9,1.3,0.7,2.5,3.7,2000JJ00,23 ,0.9,1.8,0.8,0.5,2.9,11.0,5.9,1.5,2.3,9.6,9.4,3.5,2.8,18.3,21.1,23,Level of education: pre-vocational ed.,9
2001JJ00,3.2,2.9,,1.2,0.4,0.2,5.4,1.2,1.0,2.4,2.6,2001JJ00,23 ,1.4,1.7,1.3,0.8,3.6,8.6,4.9,2.1,3.0,9.7,7.4,4.8,3.4,16.3,19.7,23,Level of education: pre-vocational ed.,9
2002JJ00,3.1,2.7,,1.1,0.3,0.2,5.1,2.0,0.9,2.5,3.8,2002JJ00,23 ,1.6,1.7,2.1,1.1,2.5,10.8,6.1,1.4,4.4,9.0,9.6,6.5,4.1,18.9,23.0,23,Level of education: pre-vocational ed.,9
2003JJ00,3.5,3.1,,0.9,0.3,0.2,4.8,0.7,0.6,2.7,3.0,2003JJ00,23 ,1.0,1.2,1.6,0.9,4.0,8.5,4.7,2.2,2.4,9.2,7.4,4.1,3.1,15.6,18.7,23,Level of education: pre-vocational ed.,9
2004JJ00,4.5,3.9,,1.1,0.6,0.3,5.6,1.6,0.5,3.3,3.2,2004JJ00,23 ,1.6,0.6,1.5,0.8,2.5,9.3,4.9,1.3,2.4,9.5,7.8,4.4,4.0,15.5,19.5,23,Level of education: pre-vocational ed.,9
1997JJ00,7.1,6.3,,2.4,0.0,0.0,7.8,1.5,0.6,4.0,5.0,1997JJ00,24 ,2.5,2.8,2.4,1.5,6.4,11.2,5.5,3.2,3.2,16.5,9.3,6.9,5.8,22.9,28.6,24,Level of education: jun. gen. sec. ed.,9
1998JJ00,7.9,7.6,,1.0,0.5,0.2,7.4,0.8,1.0,4.9,5.0,1998JJ00,24 ,2.7,3.5,2.8,1.9,2.5,8.5,4.2,1.2,5.1,16.0,8.4,8.8,7.1,21.0,28.1,24,Level of education: jun. gen. sec. ed.,9
1999JJ00,5.3,5.0,,1.6,0.1,0.1,6.7,1.4,0.4,3.3,5.7,1999JJ00,24 ,1.8,3.0,2.6,1.5,2.5,12.4,6.2,1.3,3.9,12.9,10.5,6.7,5.3,21.8,27.1,24,Level of education: jun. gen. sec. ed.,9
2000JJ00,7.1,6.4,,2.3,0.6,0.3,6.4,0.9,0.5,3.0,5.5,2000JJ00,24 ,1.2,2.4,1.7,1.2,3.4,11.6,5.9,1.8,3.6,14.4,10.0,5.7,5.1,21.9,27.1,24,Level of education: jun. gen. sec. ed.,9
2001JJ00,7.2,5.9,,1.7,0.0,0.0,4.9,1.4,0.1,3.1,5.1,2001JJ00,24 ,2.4,3.0,1.6,1.3,1.4,9.2,4.8,0.7,3.4,13.5,8.8,6.3,5.0,20.3,25.3,24,Level of education: jun. gen. sec. ed.,9
2002JJ00,7.7,7.0,,1.3,0.0,0.0,5.4,0.9,0.3,3.9,4.5,2002JJ00,24 ,1.9,2.4,1.6,1.2,1.3,11.2,5.7,0.7,4.5,13.7,9.2,7.4,5.1,21.9,27.0,24,Level of education: jun. gen. sec. ed.,9
2003JJ00,6.3,5.3,,1.0,0.0,0.0,6.1,1.3,0.6,2.7,5.3,2003JJ00,24 ,1.5,2.1,1.0,0.9,2.4,10.4,5.7,1.3,3.7,11.4,9.5,5.8,4.7,19.2,23.9,24,Level of education: jun. gen. sec. ed.,9
2004JJ00,7.6,6.8,,1.5,0.5,0.3,5.0,1.3,0.3,3.7,6.3,2004JJ00,24 ,3.2,2.3,0.8,0.5,6.2,13.0,6.7,3.2,5.1,15.9,11.1,8.0,7.3,22.1,29.3,24,Level of education: jun. gen. sec. ed.,9
1997JJ00,5.0,5.2,,1.7,0.4,0.2,6.2,1.8,0.6,3.3,5.1,1997JJ00,25 ,1.3,2.0,2.9,1.6,3.3,10.4,6.4,2.1,3.0,13.1,11.0,5.6,5.8,21.0,26.8,25,"Level of ed.:sen.gen.sec.ed.,sen.voc.ed.",9
1998JJ00,5.4,5.0,,1.8,0.2,0.1,6.4,1.5,0.9,3.5,5.7,1998JJ00,25 ,1.9,2.4,2.7,1.5,3.0,12.0,7.3,1.8,3.1,13.3,12.6,6.1,5.6,22.8,28.4,25,"Level of ed.:sen.gen.sec.ed.,sen.voc.ed.",9
1999JJ00,5.2,4.8,,1.8,0.3,0.2,7.5,1.5,0.8,3.1,5.9,1999JJ00,25 ,1.8,1.7,2.1,1.3,3.5,12.8,8.1,2.2,3.6,12.9,13.5,6.1,6.3,22.0,28.3,25,"Level of ed.:sen.gen.sec.ed.,sen.voc.ed.",9
2000JJ00,5.0,4.5,,1.7,0.4,0.2,4.7,1.4,0.5,3.2,4.8,2000JJ00,25 ,1.7,1.3,2.2,1.0,2.9,12.1,7.6,1.8,3.5,11.6,11.8,5.8,5.1,21.4,26.5,25,"Level of ed.:sen.gen.sec.ed.,sen.voc.ed.",9
2001JJ00,5.0,4.5,,1.4,0.3,0.2,5.2,1.6,0.7,3.0,4.7,2001JJ00,25 ,1.8,1.6,2.1,1.2,3.6,12.6,8.0,2.3,3.9,11.8,12.3,6.4,6.2,20.5,26.7,25,"Level of ed.:sen.gen.sec.ed.,sen.voc.ed.",9
2002JJ00,5.7,5.3,,2.2,0.3,0.2,4.4,1.4,0.7,3.1,5.3,2002JJ00,25 ,1.7,1.7,2.6,1.4,4.8,13.8,9.2,3.2,3.6,14.1,14.0,6.1,6.6,23.2,29.8,25,"Level of ed.:sen.gen.sec.ed.,sen.voc.ed.",9
2003JJ00,4.3,4.0,,1.3,0.2,0.1,4.3,1.5,0.7,2.5,4.4,2003JJ00,25 ,2.3,1.7,1.7,0.9,4.5,13.9,9.3,3.0,4.0,11.6,13.3,6.6,5.5,22.3,27.8,25,"Level of ed.:sen.gen.sec.ed.,sen.voc.ed.",9
2004JJ00,5.6,5.1,,1.5,0.2,0.2,5.0,1.4,0.7,3.1,4.7,2004JJ00,25 ,1.8,1.8,1.7,0.9,3.8,13.0,8.6,2.5,3.3,12.9,12.6,5.5,6.0,21.6,27.5,25,"Level of ed.:sen.gen.sec.ed.,sen.voc.ed.",9
1997JJ00,7.4,5.2,,2.9,0.4,0.3,6.4,1.5,0.8,3.5,6.5,1997JJ00,26 ,0.7,2.6,2.9,1.4,3.6,13.6,9.4,2.5,3.0,15.7,15.6,5.0,6.4,25.5,31.9,26,"Level of ed.: voc.college, university",9
1998JJ00,7.7,6.7,,2.0,0.5,0.3,5.8,1.4,0.6,4.8,6.8,1998JJ00,26 ,1.3,1.7,2.5,1.1,4.3,15.2,10.4,2.9,2.9,16.4,16.5,5.1,7.7,25.5,33.2,26,"Level of ed.: voc.college, university",9
1999JJ00,8.2,7.1,,2.5,0.3,0.2,4.5,1.4,0.5,4.3,5.8,1999JJ00,26 ,1.7,2.2,2.3,1.1,4.0,13.6,9.2,2.7,3.7,17.1,14.6,6.1,7.6,25.1,32.6,26,"Level of ed.: voc.college, university",9
2000JJ00,7.4,6.8,,2.3,0.5,0.4,5.7,2.0,0.8,4.7,6.1,2000JJ00,26 ,1.2,2.4,3.2,1.5,4.1,13.6,9.2,2.8,3.3,17.3,14.5,5.4,7.5,25.7,33.1,26,"Level of ed.: voc.college, university",9
2001JJ00,7.2,6.6,,2.9,0.0,0.0,4.1,1.6,0.8,3.1,6.4,2001JJ00,26 ,1.3,1.8,2.4,1.4,5.2,13.0,9.2,3.7,3.2,16.5,15.1,5.7,7.4,24.9,32.4,26,"Level of ed.: voc.college, university",9
2002JJ00,4.1,3.7,,2.6,0.4,0.3,3.0,1.6,0.9,3.1,6.5,2002JJ00,26 ,1.3,1.9,2.5,1.1,5.6,14.0,9.7,3.9,3.7,14.0,15.6,5.8,6.6,24.4,30.9,26,"Level of ed.: voc.college, university",9
2003JJ00,7.4,6.9,,1.6,0.2,0.2,3.4,2.0,1.2,3.2,4.5,2003JJ00,26 ,1.2,2.1,2.2,1.1,4.1,13.7,9.5,2.9,3.6,15.1,13.7,5.4,6.4,24.4,30.8,26,"Level of ed.: voc.college, university",9
2004JJ00,4.7,4.4,,1.9,0.3,0.2,3.7,1.3,1.3,2.7,5.8,2004JJ00,26 ,1.0,1.7,2.1,1.1,3.4,13.0,9.2,2.4,3.4,12.4,14.3,5.0,5.7,22.7,28.5,26,"Level of ed.: voc.college, university",9
1997JJ00,6.1,4.7,,2.0,0.7,0.5,6.5,2.4,0.8,3.8,6.1,1997JJ00,27 ,1.1,2.1,3.2,1.3,3.9,14.4,10.7,2.9,3.5,14.6,16.3,5.6,6.4,26.3,32.7,27,Higher executive positions,10
1998JJ00,6.6,6.0,,2.4,0.4,0.3,5.4,1.3,0.7,4.5,6.7,1998JJ00,27 ,2.3,1.8,2.7,1.1,5.0,15.3,11.7,3.8,3.3,16.8,17.9,6.3,7.9,27.2,35.1,27,Higher executive positions,10
1999JJ00,6.5,6.0,,2.5,0.4,0.3,6.6,1.6,0.8,4.2,5.5,1999JJ00,27 ,2.0,1.6,1.8,0.9,4.6,14.4,10.7,3.4,4.6,16.3,15.4,6.8,8.7,23.9,32.6,27,Higher executive positions,10
2000JJ00,6.1,5.7,,2.1,0.5,0.3,5.3,2.0,0.6,4.4,6.2,2000JJ00,27 ,1.5,1.7,2.9,1.2,4.3,15.4,11.4,3.2,4.1,15.8,16.5,6.3,7.6,26.8,34.4,27,Higher executive positions,10
2001JJ00,6.2,5.7,,2.6,0.1,0.1,5.0,1.9,0.9,2.7,5.6,2001JJ00,27 ,1.7,1.8,2.6,1.4,5.1,13.4,9.9,3.8,4.7,15.4,15.1,7.2,7.5,25.8,33.3,27,Higher executive positions,10
2002JJ00,3.4,3.1,,2.5,0.2,0.2,3.5,1.6,0.7,3.1,6.6,2002JJ00,27 ,1.6,2.3,2.9,1.3,5.7,15.4,11.5,4.3,4.6,14.1,17.4,6.8,7.5,25.7,33.2,27,Higher executive positions,10
2003JJ00,,,,,,,,,,,,2003JJ00,27 ,,,,,,,,,,,,,,,,27,Higher executive positions,10
2004JJ00,5.1,4.8,,1.9,0.3,0.2,3.7,1.5,0.9,3.5,5.7,2004JJ00,27 ,1.4,1.8,2.8,1.2,4.1,15.0,11.5,3.2,4.1,13.5,16.1,6.1,7.2,24.4,31.7,27,Higher executive positions,10
1997JJ00,6.5,6.3,,2.7,0.1,0.1,8.6,1.5,0.2,3.3,6.2,1997JJ00,28 ,1.5,2.6,3.5,2.3,3.7,11.5,7.1,2.3,2.3,15.9,12.7,5.8,6.5,24.4,30.9,28,Other non-physical occupations,10
1998JJ00,6.0,5.8,,1.4,0.2,0.1,7.1,1.6,1.2,4.2,5.0,1998JJ00,28 ,1.8,2.1,2.7,2.0,2.9,14.2,8.4,1.7,4.1,14.1,13.0,7.0,6.4,23.3,29.7,28,Other non-physical occupations,10
1999JJ00,5.9,5.4,,2.0,0.2,0.1,6.9,1.5,0.6,3.0,5.8,1999JJ00,28 ,1.5,1.8,2.6,1.9,3.3,14.4,9.0,2.1,3.6,13.8,14.5,6.3,5.9,24.5,30.4,28,Other non-physical occupations,10
2000JJ00,6.5,6.0,,1.8,0.6,0.4,6.4,1.4,0.5,3.1,4.6,2000JJ00,28 ,1.3,2.5,2.4,1.5,4.9,13.9,8.6,3.0,4.5,14.9,12.8,6.6,6.0,25.1,31.0,28,Other non-physical occupations,10
2001JJ00,5.9,5.1,,1.1,0.0,0.0,5.0,1.8,0.7,2.9,4.5,2001JJ00,28 ,1.9,2.1,2.3,1.8,3.6,12.2,7.7,2.3,3.1,11.9,11.7,6.1,6.1,20.1,26.2,28,Other non-physical occupations,10
2002JJ00,5.3,5.0,,2.2,0.3,0.2,5.9,1.3,0.6,4.2,5.4,2002JJ00,28 ,1.5,1.7,3.2,2.3,5.4,16.8,11.1,3.6,4.0,15.1,16.3,7.3,7.5,25.6,33.1,28,Other non-physical occupations,10
2003JJ00,,,,,,,,,,,,2003JJ00,28 ,,,,,,,,,,,,,,,,28,Other non-physical occupations,10
2004JJ00,6.3,5.8,,1.1,0.4,0.3,5.4,1.6,1.0,3.8,3.6,2004JJ00,28 ,1.3,1.9,1.9,1.4,2.6,14.8,9.9,1.7,3.3,13.8,13.1,5.5,5.6,23.3,28.8,28,Other non-physical occupations,10
1997JJ00,2.3,3.0,,3.6,0.6,0.5,9.4,0.5,1.4,6.5,4.7,1997JJ00,29 ,2.0,1.5,0.0,0.0,4.4,11.1,8.4,3.3,4.2,16.5,12.8,6.2,8.8,18.1,26.9,29,Self-employed persons,10
1998JJ00,3.7,3.4,,1.9,2.4,1.7,5.6,0.4,1.7,3.6,4.3,1998JJ00,29 ,0.6,1.9,1.4,0.3,4.2,10.6,7.7,3.0,8.4,14.5,12.0,8.9,7.4,20.8,28.2,29,Self-employed persons,10
1999JJ00,4.7,4.1,,2.7,0.4,0.3,5.0,2.4,0.7,4.8,5.0,1999JJ00,29 ,0.7,1.2,2.4,0.8,2.8,12.0,9.0,2.1,1.7,14.7,13.5,3.2,5.8,23.3,29.1,29,Self-employed persons,10
2000JJ00,2.3,1.9,,2.5,0.0,0.0,5.1,1.3,1.8,3.9,6.3,2000JJ00,29 ,0.0,1.0,1.0,0.6,3.1,10.9,7.7,2.2,2.5,9.9,13.3,2.9,5.4,17.7,23.1,29,Self-employed persons,10
2001JJ00,2.6,2.2,,1.7,0.9,0.7,5.0,2.4,1.1,4.5,6.0,2001JJ00,29 ,1.9,0.9,2.2,0.6,6.6,10.5,7.7,4.8,3.9,14.3,13.7,6.1,6.3,22.9,29.2,29,Self-employed persons,10
2002JJ00,3.4,2.9,,4.0,1.3,1.0,3.3,1.5,1.1,4.4,5.0,2002JJ00,29 ,1.1,0.3,2.4,0.7,4.9,14.0,10.2,3.6,2.0,14.9,14.6,3.8,6.1,23.7,29.8,29,Self-employed persons,10
2003JJ00,,,,,,,,,,,,2003JJ00,29 ,,,,,,,,,,,,,,,,29,Self-employed persons,10
2004JJ00,3.4,3.1,,2.1,0.3,0.2,4.9,0.5,1.7,3.5,4.8,2004JJ00,29 ,2.3,0.9,0.0,0.0,3.0,10.7,8.2,2.3,3.1,11.6,12.6,5.2,5.4,19.9,25.2,29,Self-employed persons,10
1997JJ00,2.6,5.0,,1.3,0.8,0.6,3.4,1.0,1.0,2.1,5.4,1997JJ00,30 ,1.5,0.5,,0.2,4.3,9.5,6.9,3.1,2.4,12.0,11.7,3.9,3.9,21.4,25.3,30,Skilled labour,10
1998JJ00,3.6,3.4,,0.7,0.3,0.2,4.7,1.2,1.2,3.9,4.6,1998JJ00,30 ,4.0,1.3,0.0,0.0,2.1,11.0,7.7,1.4,2.4,10.1,11.4,6.0,4.8,20.5,25.3,30,Skilled labour,10
1999JJ00,4.6,3.8,,1.0,0.3,0.2,5.7,1.6,0.4,3.8,5.6,1999JJ00,30 ,1.9,1.5,5.9,0.9,3.4,13.2,9.8,2.5,4.6,11.8,15.1,6.6,6.6,22.2,28.8,30,Skilled labour,10
2000JJ00,2.6,2.5,,2.3,0.4,0.3,3.3,2.5,0.3,2.6,5.9,2000JJ00,30 ,1.6,1.3,,0.2,3.3,12.3,9.0,2.4,3.5,10.2,14.3,5.3,5.7,22.0,27.6,30,Skilled labour,10
2001JJ00,2.8,2.7,,1.1,0.5,0.3,3.7,1.2,0.7,3.9,4.3,2001JJ00,30 ,1.9,0.4,0.0,0.0,3.8,12.4,9.4,2.9,3.3,10.3,13.4,5.1,5.0,20.1,25.1,30,Skilled labour,10
2002JJ00,4.5,4.0,,2.0,0.0,0.0,3.4,3.7,0.7,2.9,4.6,2002JJ00,30 ,1.1,1.5,,0.7,4.2,11.8,8.7,3.1,4.0,12.8,12.9,5.8,5.8,24.2,30.0,30,Skilled labour,10
2003JJ00,,,,,,,,,,,,2003JJ00,30 ,,,,,,,,,,,,,,,,30,Skilled labour,10
2004JJ00,5.6,5.1,,1.2,0.4,0.3,3.2,2.1,0.5,3.5,3.6,2004JJ00,30 ,2.8,1.5,,0.5,5.2,10.2,7.3,3.8,3.7,13.9,10.6,6.3,7.0,20.7,27.7,30,Skilled labour,10
1997JJ00,7.0,6.3,,2.1,0.8,0.5,7.7,1.9,0.5,4.3,3.8,1997JJ00,31 ,2.3,1.8,2.8,1.1,4.0,12.6,7.4,2.3,3.6,15.4,10.8,6.3,6.9,22.0,28.9,31,Semiskilled and unskilled labour,10
1998JJ00,7.4,6.4,,1.4,0.0,0.0,8.3,1.2,0.5,3.4,5.5,1998JJ00,31 ,3.7,2.3,2.1,1.0,3.1,12.1,7.3,1.9,3.5,14.0,12.4,7.2,7.3,20.4,27.7,31,Semiskilled and unskilled labour,10
1999JJ00,7.7,6.5,,1.4,0.3,0.2,6.5,2.1,0.8,2.3,5.1,1999JJ00,31 ,3.4,1.9,2.8,1.1,3.1,11.8,7.0,1.8,4.1,13.2,11.5,7.6,6.5,22.2,28.7,31,Semiskilled and unskilled labour,10
2000JJ00,7.0,6.3,,1.8,1.0,0.6,5.6,1.3,1.1,3.3,4.0,2000JJ00,31 ,3.0,1.0,1.2,0.4,2.6,9.9,6.0,1.6,3.6,13.3,9.5,6.4,5.0,21.7,26.7,31,Semiskilled and unskilled labour,10
2001JJ00,6.9,6.2,,1.6,0.3,0.2,7.7,1.6,0.6,3.5,4.0,2001JJ00,31 ,3.3,2.8,4.3,1.8,3.5,10.8,6.4,2.1,5.1,14.8,10.0,8.8,7.2,20.8,28.0,31,Semiskilled and unskilled labour,10
2002JJ00,9.3,7.7,,0.8,0.5,0.3,5.5,1.9,1.1,2.6,5.0,2002JJ00,31 ,2.9,2.2,3.7,1.4,5.6,12.7,7.5,3.3,5.0,15.6,11.8,8.7,7.5,23.0,30.5,31,Semiskilled and unskilled labour,10
2003JJ00,,,,,,,,,,,,2003JJ00,31 ,,,,,,,,,,,,,,,,31,Semiskilled and unskilled labour,10
2004JJ00,5.4,4.7,,1.5,0.4,0.3,4.2,2.8,0.6,2.2,4.6,2004JJ00,31 ,2.0,1.4,3.0,1.0,5.9,12.0,7.7,3.8,4.6,12.7,11.7,7.1,6.9,21.1,28.0,31,Semiskilled and unskilled labour,10
1997JJ00,11.7,10.9,,0.8,0.0,0.0,10.2,0.6,1.2,2.9,7.6,1997JJ00,32 ,2.2,3.5,6.4,4.4,5.8,9.3,4.0,2.5,4.8,16.0,10.9,10.0,8.5,22.9,31.4,32,Unemployed labour force,10
1998JJ00,10.6,9.5,,2.7,0.0,0.0,12.2,4.5,0.8,8.2,9.3,1998JJ00,32 ,0.1,2.6,4.3,3.6,0.0,12.4,4.6,0.0,5.9,21.6,13.0,9.4,10.5,27.5,38.0,32,Unemployed labour force,10
1999JJ00,8.8,7.2,,0.5,2.1,0.8,10.4,2.6,0.5,3.0,5.5,1999JJ00,32 ,2.1,2.8,4.7,2.9,3.0,20.4,7.8,1.1,2.9,15.2,12.4,7.4,4.2,28.7,33.0,32,Unemployed labour force,10
2000JJ00,11.7,10.5,,2.0,1.3,0.5,7.7,1.6,0.9,7.0,9.6,2000JJ00,32 ,3.2,1.9,3.7,2.4,5.7,12.6,4.7,2.1,5.4,21.9,12.8,9.8,10.1,26.6,36.8,32,Unemployed labour force,10
2001JJ00,9.7,7.6,,2.6,0.0,0.0,10.2,1.2,0.0,6.8,9.4,2001JJ00,32 ,3.1,4.5,1.9,1.1,4.1,14.6,6.8,1.9,6.0,19.9,15.4,9.7,11.1,25.7,36.8,32,Unemployed labour force,10
2002JJ00,11.3,10.1,,2.9,0.0,0.0,3.6,3.7,0.0,5.0,4.8,2002JJ00,32 ,5.6,2.0,2.8,1.6,3.7,5.7,2.5,1.6,4.4,19.7,7.0,9.5,9.0,22.6,31.5,32,Unemployed labour force,10
2003JJ00,13.0,11.6,,0.8,0.7,0.3,12.1,2.4,3.0,3.4,5.0,2003JJ00,32 ,4.5,2.9,2.9,1.5,5.3,9.6,4.3,2.4,6.6,19.1,9.0,10.2,10.1,21.4,31.4,32,Unemployed labour force,10
2004JJ00,10.2,8.8,,1.9,0.6,0.3,6.9,2.0,2.1,3.0,6.2,2004JJ00,32 ,4.7,1.7,1.2,1.0,4.8,16.7,8.8,2.6,5.7,17.5,13.9,9.9,8.3,25.7,34.0,32,Unemployed labour force,10
1997JJ00,13.8,10.2,,2.5,0.0,0.0,7.1,1.3,0.7,6.5,6.9,1997JJ00,33 ,3.2,3.7,4.0,2.7,3.7,13.7,2.8,0.8,5.6,21.1,8.5,10.4,7.8,27.0,34.8,33,Still attending some form of education,10
1998JJ00,14.0,12.5,,2.4,0.9,0.2,6.8,1.3,0.4,5.4,7.9,1998JJ00,33 ,2.8,6.6,4.6,2.6,3.0,13.3,2.5,0.6,5.1,23.5,9.2,9.9,9.2,28.6,37.8,33,Still attending some form of education,10
1999JJ00,10.2,9.8,,3.2,0.6,0.1,9.4,2.9,0.6,5.3,9.0,1999JJ00,33 ,3.4,4.4,4.9,2.8,1.8,12.6,3.2,0.5,7.1,21.0,10.7,12.1,9.4,28.3,37.6,33,Still attending some form of education,10
2000JJ00,13.8,13.0,,2.3,0.0,0.0,9.0,2.2,0.6,3.8,7.1,2000JJ00,33 ,3.0,3.4,4.6,2.6,4.2,13.3,3.5,1.1,3.5,20.7,9.0,8.5,7.8,26.2,34.1,33,Still attending some form of education,10
2001JJ00,14.8,13.2,,2.0,0.0,0.0,6.9,1.4,1.1,5.0,8.1,2001JJ00,33 ,4.3,2.5,4.9,2.8,5.7,14.3,3.9,1.6,5.8,22.6,10.3,11.9,8.6,29.6,38.2,33,Still attending some form of education,10
2002JJ00,13.6,12.8,,1.5,2.4,0.6,6.1,2.3,1.4,4.3,9.4,2002JJ00,33 ,3.9,4.1,4.8,2.7,6.7,22.9,6.1,1.8,8.1,20.3,12.5,13.0,11.0,27.5,38.6,33,Still attending some form of education,10
2003JJ00,10.7,9.9,,2.4,0.0,0.0,8.0,1.5,0.9,4.7,6.0,2003JJ00,33 ,3.2,3.7,3.4,2.2,6.7,11.6,3.1,1.8,6.7,20.0,7.7,10.9,7.9,24.6,32.5,33,Still attending some form of education,10
2004JJ00,12.8,11.7,,2.0,1.0,0.3,6.2,1.4,0.4,4.3,8.7,2004JJ00,33 ,4.1,3.6,3.3,1.8,7.2,20.3,5.1,1.8,5.5,20.0,11.4,10.5,8.4,27.7,36.1,33,Still attending some form of education,10
1997JJ00,6.4,1.6,,3.3,0.0,0.0,11.8,1.9,0.5,2.3,4.9,1997JJ00,34 ,0.9,1.8,0.6,0.8,2.0,6.4,3.2,1.0,4.3,9.5,7.9,5.5,4.5,16.5,21.0,34,Unable to work,10
1998JJ00,3.7,2.9,,1.3,0.0,0.0,12.7,1.2,1.2,3.0,5.0,1998JJ00,34 ,1.6,1.4,2.5,1.1,1.2,11.4,5.6,0.6,2.5,8.4,10.3,4.7,2.8,18.6,21.4,34,Unable to work,10
1999JJ00,3.0,2.7,,2.5,0.4,0.2,8.5,1.6,0.2,2.3,4.0,1999JJ00,34 ,1.6,2.1,1.0,0.4,3.4,11.1,6.2,1.9,3.6,10.3,9.6,5.4,4.6,18.8,23.4,34,Unable to work,10
2000JJ00,6.4,4.6,,0.6,0.5,0.3,7.8,0.0,0.3,3.4,5.6,2000JJ00,34 ,0.9,2.2,2.8,1.5,1.5,15.8,8.3,0.8,4.7,11.4,13.3,6.8,4.6,22.8,27.5,34,Unable to work,10
2001JJ00,2.6,2.2,,2.3,0.0,0.0,7.4,1.1,1.2,2.2,2.9,2001JJ00,34 ,0.5,1.5,0.8,0.8,2.3,8.6,4.7,1.3,1.9,8.8,7.5,3.2,3.4,14.6,18.0,34,Unable to work,10
2002JJ00,4.1,3.0,,0.5,0.0,0.0,6.8,2.0,0.2,1.8,2.7,2002JJ00,34 ,1.7,1.0,0.8,0.4,4.9,8.3,4.3,2.6,1.3,8.6,6.6,3.1,2.0,16.0,18.0,34,Unable to work,10
2003JJ00,2.1,1.8,,1.2,0.0,0.0,4.0,1.5,1.0,1.2,3.1,2003JJ00,34 ,0.9,1.8,2.3,1.1,1.9,9.0,4.7,1.0,3.6,6.4,7.4,5.1,2.8,15.9,18.7,34,Unable to work,10
2004JJ00,3.7,2.9,,1.9,0.0,0.0,8.1,1.9,1.2,2.1,3.7,2004JJ00,34 ,1.1,1.6,1.8,1.0,2.4,12.2,6.4,1.3,2.8,8.8,9.4,4.9,3.5,18.9,22.4,34,Unable to work,10
1997JJ00,,0.0,,2.7,0.0,0.0,7.6,0.6,0.7,4.6,1.6,1997JJ00,35 ,0.0,1.8,,0.0,2.1,3.1,2.3,1.6,2.4,10.6,3.9,2.4,0.6,16.2,16.9,35,Early retirement (58-64 year),10
1998JJ00,3.0,2.7,,1.7,0.7,0.5,3.6,1.0,0.0,1.9,2.0,1998JJ00,35 ,0.0,1.0,,0.0,0.0,6.0,4.1,0.0,0.4,7.8,5.5,0.4,0.9,13.5,14.4,35,Early retirement (58-64 year),10
1999JJ00,2.4,2.1,,2.5,0.0,0.0,3.2,0.6,0.0,2.4,2.4,1999JJ00,35 ,0.4,0.8,0.0,0.0,2.5,4.2,3.1,1.8,0.8,7.9,4.9,1.2,2.5,11.6,14.1,35,Early retirement (58-64 year),10
2000JJ00,,0.0,,0.4,0.0,0.0,4.7,1.0,0.0,2.6,2.1,2000JJ00,35 ,0.0,1.1,,0.0,0.0,6.7,4.8,0.0,1.1,3.6,6.4,1.1,0.9,10.9,11.8,35,Early retirement (58-64 year),10
2001JJ00,3.0,3.1,,2.2,0.0,0.0,2.9,2.0,0.0,2.0,4.5,2001JJ00,35 ,0.0,3.8,0.0,0.0,1.7,2.7,1.7,1.1,1.3,11.7,6.1,1.3,2.3,17.1,19.4,35,Early retirement (58-64 year),10
2002JJ00,0.5,0.4,,2.1,0.0,0.0,3.3,0.0,0.5,3.8,3.3,2002JJ00,35 ,0.0,0.6,0.0,0.0,3.1,4.8,3.2,2.1,1.5,8.6,6.5,1.5,0.7,15.2,15.9,35,Early retirement (58-64 year),10
2003JJ00,0.6,0.6,,1.7,0.7,0.5,2.9,0.5,1.0,4.8,3.7,2003JJ00,35 ,0.0,1.9,0.0,0.0,0.9,7.0,5.2,0.6,1.6,10.1,8.9,1.6,4.1,12.8,16.9,35,Early retirement (58-64 year),10
